"","ID","Year","YoD","YoB","Calved","Age"
"1528","D09",2010,NA,1971.5,0,38.5
"1529","D09",1998,NA,1971.5,0,26.5
"1530","D09",2011,NA,1971.5,0,39.5
"1531","D09",1987,NA,1971.5,1,15.5
"1532","D09",2001,NA,1971.5,0,29.5
"1533","D09",1989,NA,1971.5,0,17.5
"1534","D09",1999,NA,1971.5,0,27.5
"1535","D09",2007,NA,1971.5,0,35.5
"1536","D09",2006,NA,1971.5,0,34.5
"1537","D09",1992,NA,1971.5,0,20.5
"1538","D09",2017,NA,1971.5,0,45.5
"1539","D09",1985,NA,1971.5,0,13.5
"1540","D09",2016,NA,1971.5,0,44.5
"1541","D09",2009,NA,1971.5,0,37.5
"1542","D09",1981,NA,1971.5,0,9.5
"1543","D09",2013,NA,1971.5,0,41.5
"1544","D09",2004,NA,1971.5,0,32.5
"1545","D09",1991,NA,1971.5,0,19.5
"1546","D09",1983,NA,1971.5,0,11.5
"1547","D09",1980,NA,1971.5,0,8.5
"1548","D09",1990,NA,1971.5,0,18.5
"1549","D09",1995,NA,1971.5,0,23.5
"1552","D09",2000,NA,1971.5,0,28.5
"1553","D09",2003,NA,1971.5,0,31.5
"1554","D09",1984,NA,1971.5,0,12.5
"1555","D09",1982,NA,1971.5,0,10.5
"1556","D09",1996,NA,1971.5,0,24.5
"1557","D09",2014,NA,1971.5,0,42.5
"1558","D10",1997,2013,1978,0,19
"1560","D10",1999,2013,1978,0,21
"1561","D10",2002,2013,1978,0,24
"1562","D10",1987,2013,1978,0,9
"1563","D10",1994,2013,1978,0,16
"1564","D10",2011,2013,1978,0,33
"1565","D10",2012,2013,1978,0,34
"1566","D10",1988,2013,1978,0,10
"1568","D10",1986,2013,1978,0,8
"1569","D10",2007,2013,1978,1,29
"1570","D10",1993,2013,1978,0,15
"1573","D10",1990,2013,1978,0,12
"1574","D10",2009,2013,1978,0,31
"1577","D10",2010,2013,1978,0,32
"1578","D10",1991,2013,1978,0,13
"1579","D10",2005,2013,1978,0,27
"1580","D10",1992,2013,1978,0,14
"1581","D10",1996,2013,1978,0,18
"1582","D10",2001,2013,1978,0,23
"1583","D10",1995,2013,1978,0,17
"1584","D10",1998,2013,1978,0,20
"1585","D10",1989,2013,1978,0,11
"1586","D10",2004,2013,1978,0,26
"1587","D10",2003,2013,1978,0,25
"1589","D10",2000,2013,1978,0,22
"1593","D11",2000,NA,1975,0,25
"1594","D11",2007,NA,1975,1,32
"1596","D11",2013,NA,1975,1,38
"1597","D11",2011,NA,1975,0,36
"1598","D11",1995,NA,1975,0,20
"1600","D11",1984,NA,1975,0,9
"1601","D11",1999,NA,1975,0,24
"1605","D11",1993,NA,1975,0,18
"1606","D11",2017,NA,1975,0,42
"1609","D11",2009,NA,1975,0,34
"1610","D11",1997,NA,1975,0,22
"1611","D11",1987,NA,1975,1,12
"1613","D11",1983,NA,1975,0,8
"1614","D11",2002,NA,1975,0,27
"1615","D11",2010,NA,1975,0,35
"1616","D11",1994,NA,1975,0,19
"1617","D11",2004,NA,1975,1,29
"1620","D11",2015,NA,1975,0,40
"1621","D11",1998,NA,1975,0,23
"1622","D11",2001,NA,1975,0,26
"1623","D11",1990,NA,1975,1,15
"1624","D11",2016,NA,1975,0,41
"1626","D11",1992,NA,1975,0,17
"1627","D11",1985,NA,1975,0,10
"1628","D11",1996,NA,1975,0,21
"1629","D12",1995,NA,1982,0,13
"1630","D12",1994,NA,1982,0,12
"1631","D12",2013,NA,1982,0,31
"1632","D12",2014,NA,1982,0,32
"1633","D12",2004,NA,1982,0,22
"1634","D12",2011,NA,1982,0,29
"1636","D12",1999,NA,1982,1,17
"1639","D12",1991,NA,1982,0,9
"1641","D12",2007,NA,1982,0,25
"1642","D12",2010,NA,1982,0,28
"1644","D12",2000,NA,1982,0,18
"1645","D12",1998,NA,1982,0,16
"1646","D12",2015,NA,1982,0,33
"1647","D12",1997,NA,1982,0,15
"1648","D12",1990,NA,1982,0,8
"1649","D12",2012,NA,1982,0,30
"1650","D12",2009,NA,1982,0,27
"1652","D12",1996,NA,1982,0,14
"1656","D12",2006,NA,1982,0,24
"1657","D12",2002,NA,1982,0,20
"1658","D12",2003,NA,1982,0,21
"1659","D12",1992,NA,1982,0,10
"1660","D12",2008,NA,1982,0,26
"1661","D12",2017,NA,1982,0,35
"1662","D12",2005,NA,1982,0,23
"1663","D12",2016,NA,1982,0,34
"1664","D12",2001,NA,1982,0,19
"1666","D12",1993,NA,1982,0,11
"1669","D13",1995,NA,1984,0,11
"1673","D13",2000,NA,1984,0,16
"1674","D13",2001,NA,1984,0,17
"1678","D13",2009,NA,1984,0,25
"1680","D13",2002,NA,1984,0,18
"1681","D13",2014,NA,1984,0,30
"1682","D13",2003,NA,1984,0,19
"1685","D13",1994,NA,1984,0,10
"1686","D13",1996,NA,1984,0,12
"1687","D13",2017,NA,1984,0,33
"1688","D13",2005,NA,1984,1,21
"1690","D13",1993,NA,1984,0,9
"1691","D13",1992,NA,1984,0,8
"1692","D13",2015,NA,1984,0,31
"1693","D13",2008,NA,1984,0,24
"1694","D13",2007,NA,1984,0,23
"1698","D13",2016,NA,1984,0,32
"1699","D13",1998,NA,1984,1,14
"1700","D13",2010,NA,1984,0,26
"1702","D13",2012,NA,1984,1,28
"1707","D15",2003,2008,1987,0,16
"1708","D15",2001,2008,1987,0,14
"1709","D15",1996,2008,1987,0,9
"1711","D15",2006,2008,1987,0,19
"1713","D15",2002,2008,1987,0,15
"1714","D15",2007,2008,1987,0,20
"1716","D15",1997,2008,1987,0,10
"1720","D15",2004,2008,1987,0,17
"1723","D15",1995,2008,1987,0,8
"1725","D15",2005,2008,1987,0,18
"1726","D15",1998,2008,1987,0,11
"1730","D15",2000,2008,1987,0,13
"1732","D15",1999,2008,1987,0,12
"1735","D17",2002,NA,1990,0,12
"1739","D17",1999,NA,1990,0,9
"1743","D17",2000,NA,1990,0,10
"1744","D17",2017,NA,1990,0,27
"1745","D17",2015,NA,1990,1,25
"1749","D17",2004,NA,1990,1,14
"1750","D17",2013,NA,1990,0,23
"1752","D17",1998,NA,1990,0,8
"1754","D17",2001,NA,1990,0,11
"1756","D17",2008,NA,1990,0,18
"1757","D17",2006,NA,1990,0,16
"1764","D17",2010,NA,1990,1,20
"1766","D17",2012,NA,1990,0,22
"1770","D17",2007,NA,1990,0,17
"1775","D19",2015,NA,1998,1,17
"1776","D19",2013,NA,1998,0,15
"1778","D19",2006,NA,1998,0,8
"1786","D19",2017,NA,1998,0,19
"1788","D19",2011,NA,1998,0,13
"1793","D19",2008,NA,1998,0,10
"1795","D19",2007,NA,1998,0,9
"1798","D19",2012,NA,1998,0,14
"1801","D19",2010,NA,1998,0,12
"1808","D19",2009,NA,1998,0,11
"1809","D20",2016,NA,1999,0,17
"1815","D20",2017,NA,1999,0,18
"1825","D20",2014,NA,1999,1,15
"1831","D20",2010,NA,1999,0,11
"1834","D20",2008,NA,1999,0,9
"1836","D20",2007,NA,1999,0,8
"1838","D20",2012,NA,1999,0,13
"1842","D20",2011,NA,1999,0,12
"1844","D20",2009,NA,1999,0,10
"1848","G02",1996,NA,1962,0,34
"1849","G02",1998,NA,1962,0,36
"1850","G02",2016,NA,1962,0,54
"1854","G02",2014,NA,1962,0,52
"1855","G02",2000,NA,1962,0,38
"1856","G02",1994,NA,1962,1,32
"1857","G02",2003,NA,1962,0,41
"1858","G02",1991,NA,1962,0,29
"1859","G02",1987,NA,1962,0,25
"1860","G02",1983,NA,1962,0,21
"1861","G02",2011,NA,1962,0,49
"1863","G02",1985,NA,1962,1,23
"1864","G02",1989,NA,1962,1,27
"1865","G02",1992,NA,1962,0,30
"1866","G02",2008,NA,1962,0,46
"1868","G02",1981,NA,1962,1,19
"1869","G02",2013,NA,1962,0,51
"1871","G02",2007,NA,1962,0,45
"1872","G02",2002,NA,1962,0,40
"1873","G02",1999,NA,1962,0,37
"1875","G02",2015,NA,1962,0,53
"1876","G02",2009,NA,1962,0,47
"1877","G02",2001,NA,1962,0,39
"1878","G02",1997,NA,1962,0,35
"1880","G02",2012,NA,1962,0,50
"1881","G02",2017,NA,1962,0,55
"1883","G02",2010,NA,1962,0,48
"1884","G02",2005,NA,1962,1,43
"1886","G03",2000,NA,1957,0,43
"1887","G03",1986,NA,1957,0,29
"1888","G03",1995,NA,1957,0,38
"1889","G03",1996,NA,1957,0,39
"1891","G03",1987,NA,1957,0,30
"1892","G03",2013,NA,1957,0,56
"1893","G03",1991,NA,1957,0,34
"1894","G03",2008,NA,1957,0,51
"1895","G03",2001,NA,1957,0,44
"1896","G03",1984,NA,1957,0,27
"1897","G03",2006,NA,1957,0,49
"1898","G03",2014,NA,1957,0,57
"1899","G03",1998,NA,1957,0,41
"1900","G03",1989,NA,1957,1,32
"1901","G03",2004,NA,1957,0,47
"1902","G03",2011,NA,1957,0,54
"1903","G03",1992,NA,1957,0,35
"1904","G03",1982,NA,1957,1,25
"1905","G03",1997,NA,1957,0,40
"1906","G03",2016,NA,1957,0,59
"1907","G03",2012,NA,1957,0,55
"1908","G03",2017,NA,1957,0,60
"1909","G03",2015,NA,1957,0,58
"1910","G03",1993,NA,1957,0,36
"1911","G03",1994,NA,1957,0,37
"1912","G03",2003,NA,1957,0,46
"1913","G03",2010,NA,1957,0,53
"1914","G03",1999,NA,1957,0,42
"1916","G03",2002,NA,1957,0,45
"1918","G03",1985,NA,1957,0,28
"1920","G03",2007,NA,1957,0,50
"1921","G03",2009,NA,1957,0,52
"1922","G03",2005,NA,1957,0,48
"1923","G04",1982,2006,1948,0,34
"1924","G04",1986,2006,1948,0,38
"1925","G04",1988,2006,1948,0,40
"1926","G04",1987,2006,1948,0,39
"1927","G04",1992,2006,1948,0,44
"1928","G04",2001,2006,1948,0,53
"1929","G04",2000,2006,1948,0,52
"1930","G04",2004,2006,1948,0,56
"1931","G04",1991,2006,1948,0,43
"1932","G04",1985,2006,1948,0,37
"1933","G04",1995,2006,1948,0,47
"1934","G04",2003,2006,1948,0,55
"1935","G04",1984,2006,1948,0,36
"1936","G04",2002,2006,1948,0,54
"1937","G04",1999,2006,1948,0,51
"1938","G04",1997,2006,1948,0,49
"1939","G04",1996,2006,1948,0,48
"1940","G04",1990,2006,1948,0,42
"1941","G04",1983,2006,1948,0,35
"1942","G04",1980,2006,1948,0,32
"1943","G04",1998,2006,1948,0,50
"1944","G04",1994,2006,1948,0,46
"1945","G04",1993,2006,1948,0,45
"1946","G04",1989,2006,1948,0,41
"1947","G04",1981,2006,1948,0,33
"1948","G04",2005,2006,1948,0,57
"1949","G08",1990,2001,1971,1,19
"1950","G08",1994,2001,1971,0,23
"1951","G08",1999,2001,1971,1,28
"1952","G08",1996,2001,1971,0,25
"1953","G08",1987,2001,1971,0,16
"1954","G08",1982,2001,1971,0,11
"1956","G08",2000,2001,1971,0,29
"1957","G08",1983,2001,1971,0,12
"1959","G08",1997,2001,1971,0,26
"1960","G08",1993,2001,1971,0,22
"1961","G08",1985,2001,1971,1,14
"1962","G08",1995,2001,1971,0,24
"1963","G08",1981,2001,1971,0,10
"1964","G08",1988,2001,1971,0,17
"1966","G08",1992,2001,1971,0,21
"1967","G08",1980,2001,1971,0,9
"1968","G08",1998,2001,1971,0,27
"1970","G12",1984,1989,1956,0,28
"1971","G12",1982,1989,1956,0,26
"1972","G12",1986,1989,1956,1,30
"1973","G12",1988,1989,1956,0,32
"1974","G12",1981,1989,1956,0,25
"1976","G12",1980,1989,1956,0,24
"1977","G12",1983,1989,1956,0,27
"1979","G16",1988,1998,1972,0,16
"1980","G16",1983,1998,1972,0,11
"1983","G16",1992,1998,1972,0,20
"1984","G16",1995,1998,1972,0,23
"1986","G16",1986,1998,1972,1,14
"1987","G16",1994,1998,1972,0,22
"1988","G16",1990,1998,1972,0,18
"1989","G16",1989,1998,1972,0,17
"1990","G16",1984,1998,1972,0,12
"1991","G16",1981,1998,1972,0,9
"1993","G16",1997,1998,1972,0,25
"1994","G16",1996,1998,1972,0,24
"1995","G16",1982,1998,1972,0,10
"1996","G16",1980,1998,1972,0,8
"1997","G17",1986,2001,1950,1,36
"1998","G17",1990,2001,1950,0,40
"1999","G17",1996,2001,1950,0,46
"2000","G17",1997,2001,1950,0,47
"2001","G17",1999,2001,1950,0,49
"2002","G17",1984,2001,1950,0,34
"2003","G17",1988,2001,1950,0,38
"2004","G17",1991,2001,1950,0,41
"2005","G17",1989,2001,1950,0,39
"2006","G17",2000,2001,1950,0,50
"2007","G17",1983,2001,1950,0,33
"2008","G17",1995,2001,1950,0,45
"2009","G17",1998,2001,1950,0,48
"2010","G17",1994,2001,1950,0,44
"2011","G17",1992,2001,1950,0,42
"2013","G17",1993,2001,1950,0,43
"2014","G17",1980,2001,1950,1,30
"2016","G17",1982,2001,1950,0,32
"2019","G18",1983,1989,1947,0,36
"2020","G18",1981,1989,1947,1,34
"2022","G18",1987,1989,1947,0,40
"2023","G18",1984,1989,1947,0,37
"2024","G18",1985,1989,1947,0,38
"2025","G18",1986,1989,1947,0,39
"2026","G18",1988,1989,1947,0,41
"2029","G20",2017,NA,1972,0,45
"2030","G20",2006,NA,1972,0,34
"2032","G20",2011,NA,1972,0,39
"2034","G20",1994,NA,1972,1,22
"2036","G20",1998,NA,1972,1,26
"2038","G20",1980,NA,1972,0,8
"2039","G20",1987,NA,1972,0,15
"2041","G20",2007,NA,1972,0,35
"2042","G20",1981,NA,1972,0,9
"2043","G20",2012,NA,1972,0,40
"2046","G20",2001,NA,1972,1,29
"2047","G20",2016,NA,1972,0,44
"2048","G20",1996,NA,1972,0,24
"2049","G20",2004,NA,1972,1,32
"2051","G20",1986,NA,1972,0,14
"2054","G20",2009,NA,1972,1,37
"2055","G20",2015,NA,1972,0,43
"2056","G20",1992,NA,1972,0,20
"2057","G20",1984,NA,1972,1,12
"2058","G20",1990,NA,1972,1,18
"2059","G20",1988,NA,1972,0,16
"2060","G20",2013,NA,1972,0,41
"2063","G20",2014,NA,1972,0,42
"2064","G20",1982,NA,1972,0,10
"2066","G22",1999,NA,1979,0,20
"2067","G22",1989,NA,1979,0,10
"2069","G22",2012,NA,1979,1,33
"2072","G22",1996,NA,1979,0,17
"2073","G22",2001,NA,1979,1,22
"2076","G22",2010,NA,1979,0,31
"2078","G22",2015,NA,1979,0,36
"2079","G22",2008,NA,1979,1,29
"2082","G22",1994,NA,1979,0,15
"2083","G22",1990,NA,1979,0,11
"2086","G22",2003,NA,1979,0,24
"2088","G22",1988,NA,1979,0,9
"2089","G22",1997,NA,1979,0,18
"2092","G22",2005,NA,1979,1,26
"2093","G22",2014,NA,1979,0,35
"2096","G22",1987,NA,1979,0,8
"2098","G22",1998,NA,1979,0,19
"2100","G22",2017,NA,1979,1,38
"2101","G22",1995,NA,1979,0,16
"2102","G22",1992,NA,1979,1,13
"2103","G23",1995,2011,1980,1,15
"2104","G23",1991,2011,1980,1,11
"2109","G23",1988,2011,1980,0,8
"2111","G23",2003,2011,1980,0,23
"2112","G23",2005,2011,1980,1,25
"2113","G23",1997,2011,1980,0,17
"2116","G23",2008,2011,1980,0,28
"2117","G23",2010,2011,1980,0,30
"2118","G23",2009,2011,1980,0,29
"2119","G23",1999,2011,1980,0,19
"2121","G23",1998,2011,1980,0,18
"2122","G23",1989,2011,1980,0,9
"2123","G23",2007,2011,1980,0,27
"2124","G23",2001,2011,1980,1,21
"2127","G23",1993,2011,1980,0,13
"2134","G24",1990,1994,1942,0,48
"2135","G24",1980,1994,1942,0,38
"2136","G24",1985,1994,1942,0,43
"2137","G24",1991,1994,1942,0,49
"2138","G24",1992,1994,1942,0,50
"2139","G24",1982,1994,1942,0,40
"2140","G24",1984,1994,1942,0,42
"2141","G24",1983,1994,1942,0,41
"2142","G24",1981,1994,1942,0,39
"2143","G24",1993,1994,1942,0,51
"2144","G24",1988,1994,1942,0,46
"2145","G24",1986,1994,1942,0,44
"2146","G24",1989,1994,1942,0,47
"2147","G24",1987,1994,1942,0,45
"2148","G25",1996,2009,1975,0,21
"2151","G25",2006,2009,1975,0,31
"2152","G25",1994,2009,1975,0,19
"2154","G25",1985,2009,1975,0,10
"2156","G25",2000,2009,1975,0,25
"2158","G25",1998,2009,1975,1,23
"2159","G25",2008,2009,1975,1,33
"2162","G25",1983,2009,1975,0,8
"2165","G25",2002,2009,1975,0,27
"2168","G25",1984,2009,1975,0,9
"2169","G25",1995,2009,1975,0,20
"2170","G25",1987,2009,1975,1,12
"2171","G25",1990,2009,1975,0,15
"2172","G25",2004,2009,1975,1,29
"2173","G25",1992,2009,1975,1,17
"2174","G25",1989,2009,1975,0,14
"2175","G25",2001,2009,1975,0,26
"2177","G27",1994,NA,1973.5,0,20.5
"2180","G27",2005,NA,1973.5,1,31.5
"2181","G27",2002,NA,1973.5,0,28.5
"2182","G27",2012,NA,1973.5,1,38.5
"2183","G27",1987,NA,1973.5,1,13.5
"2186","G27",2007,NA,1973.5,0,33.5
"2187","G27",1993,NA,1973.5,0,19.5
"2191","G27",1998,NA,1973.5,0,24.5
"2192","G27",2009,NA,1973.5,0,35.5
"2193","G27",1985,NA,1973.5,0,11.5
"2194","G27",2017,NA,1973.5,0,43.5
"2195","G27",1990,NA,1973.5,0,16.5
"2196","G27",1991,NA,1973.5,0,17.5
"2197","G27",1984,NA,1973.5,0,10.5
"2198","G27",2008,NA,1973.5,0,34.5
"2199","G27",1989,NA,1973.5,0,15.5
"2201","G27",2000,NA,1973.5,1,26.5
"2202","G27",1982,NA,1973.5,0,8.5
"2204","G27",2015,NA,1973.5,0,41.5
"2205","G27",1992,NA,1973.5,0,18.5
"2208","G27",2016,NA,1973.5,0,42.5
"2209","G27",2014,NA,1973.5,0,40.5
"2211","G27",2003,NA,1973.5,0,29.5
"2212","G27",2010,NA,1973.5,0,36.5
"2213","G27",1983,NA,1973.5,0,9.5
"2214","G27",1996,NA,1973.5,1,22.5
"2215","G29",2012,2013,1970.5,0,41.5
"2216","G29",2008,2013,1970.5,1,37.5
"2217","G29",1982,2013,1970.5,0,11.5
"2218","G29",1997,2013,1970.5,0,26.5
"2219","G29",2011,2013,1970.5,0,40.5
"2221","G29",2006,2013,1970.5,0,35.5
"2222","G29",1981,2013,1970.5,0,10.5
"2223","G29",2010,2013,1970.5,0,39.5
"2224","G29",1983,2013,1970.5,0,12.5
"2225","G29",1995,2013,1970.5,0,24.5
"2227","G29",1994,2013,1970.5,0,23.5
"2228","G29",2005,2013,1970.5,0,34.5
"2229","G29",1993,2013,1970.5,0,22.5
"2230","G29",1999,2013,1970.5,0,28.5
"2232","G29",1985,2013,1970.5,0,14.5
"2233","G29",2003,2013,1970.5,0,32.5
"2234","G29",2002,2013,1970.5,0,31.5
"2237","G29",1984,2013,1970.5,0,13.5
"2238","G29",1986,2013,1970.5,0,15.5
"2239","G29",1980,2013,1970.5,0,9.5
"2240","G29",2000,2013,1970.5,0,29.5
"2241","G29",1988,2013,1970.5,1,17.5
"2242","G29",1998,2013,1970.5,0,27.5
"2244","G29",2001,2013,1970.5,0,30.5
"2245","G29",1996,2013,1970.5,0,25.5
"2246","G29",1991,2013,1970.5,1,20.5
"2247","G29",2004,2013,1970.5,0,33.5
"2248","G30",1981,1989,1917,0,64
"2249","G30",1983,1989,1917,0,66
"2250","G30",1985,1989,1917,0,68
"2251","G30",1980,1989,1917,0,63
"2252","G30",1987,1989,1917,0,70
"2253","G30",1986,1989,1917,0,69
"2254","G30",1988,1989,1917,0,71
"2255","G30",1984,1989,1917,0,67
"2256","G30",1982,1989,1917,0,65
"2259","G31",2014,NA,1981,0,33
"2262","G31",1999,NA,1981,1,18
"2263","G31",1994,NA,1981,1,13
"2264","G31",1991,NA,1981,0,10
"2265","G31",2016,NA,1981,0,35
"2266","G31",2017,NA,1981,0,36
"2268","G31",2011,NA,1981,1,30
"2269","G31",1989,NA,1981,0,8
"2270","G31",2013,NA,1981,0,32
"2271","G31",1992,NA,1981,0,11
"2272","G31",2015,NA,1981,0,34
"2274","G31",2007,NA,1981,1,26
"2275","G31",2003,NA,1981,0,22
"2278","G31",1990,NA,1981,0,9
"2279","G31",2009,NA,1981,0,28
"2280","G31",1998,NA,1981,0,17
"2282","G31",2004,NA,1981,0,23
"2283","G31",2002,NA,1981,0,21
"2286","G31",1997,NA,1981,0,16
"2287","G31",2000,NA,1981,0,19
"2288","G31",2001,NA,1981,0,20
"2289","G31",1996,NA,1981,0,15
"2292","G31",2005,NA,1981,0,24
"2295","G34",2012,2013,1977,0,35
"2297","G34",2006,2013,1977,0,29
"2298","G34",1987,2013,1977,0,10
"2299","G34",1988,2013,1977,0,11
"2302","G34",2011,2013,1977,0,34
"2303","G34",1997,2013,1977,0,20
"2305","G34",1990,2013,1977,1,13
"2308","G34",2008,2013,1977,1,31
"2310","G34",1999,2013,1977,0,22
"2311","G34",2010,2013,1977,0,33
"2312","G34",1992,2013,1977,0,15
"2314","G34",1996,2013,1977,0,19
"2316","G34",1994,2013,1977,1,17
"2318","G34",1998,2013,1977,0,21
"2319","G34",2005,2013,1977,0,28
"2320","G34",2003,2013,1977,1,26
"2321","G34",1985,2013,1977,0,8
"2324","G34",2001,2013,1977,0,24
"2326","G34",2000,2013,1977,0,23
"2327","G34",1986,2013,1977,0,9
"2329","G37",1999,NA,1984,1,15
"2332","G37",2014,NA,1984,0,30
"2333","G37",2000,NA,1984,0,16
"2335","G37",2004,NA,1984,0,20
"2338","G37",1995,NA,1984,0,11
"2339","G37",1996,NA,1984,0,12
"2341","G37",2002,NA,1984,0,18
"2344","G37",2003,NA,1984,0,19
"2345","G37",2009,NA,1984,0,25
"2346","G37",2015,NA,1984,0,31
"2347","G37",2001,NA,1984,0,17
"2348","G37",1994,NA,1984,0,10
"2349","G37",1998,NA,1984,0,14
"2350","G37",1992,NA,1984,0,8
"2354","G37",2010,NA,1984,0,26
"2356","G37",2008,NA,1984,0,24
"2357","G37",2017,NA,1984,0,33
"2358","G37",2016,NA,1984,0,32
"2360","G37",2012,NA,1984,1,28
"2361","G37",1993,NA,1984,0,9
"2362","G37",1997,NA,1984,0,13
"2365","G37",2006,NA,1984,1,22
"2373","G41",2000,NA,1987,0,13
"2374","G41",1998,NA,1987,0,11
"2375","G41",2005,NA,1987,1,18
"2378","G41",1997,NA,1987,0,10
"2381","G41",2002,NA,1987,0,15
"2382","G41",2013,NA,1987,0,26
"2383","G41",2010,NA,1987,0,23
"2384","G41",2003,NA,1987,0,16
"2385","G41",2014,NA,1987,0,27
"2386","G41",2001,NA,1987,0,14
"2392","G41",2012,NA,1987,0,25
"2393","G41",2016,NA,1987,1,29
"2394","G41",1996,NA,1987,0,9
"2395","G41",2011,NA,1987,0,24
"2397","G41",1999,NA,1987,0,12
"2399","G41",2008,NA,1987,1,21
"2401","G41",1995,NA,1987,0,8
"2405","G46",2004,NA,1991,0,13
"2407","G46",1999,NA,1991,0,8
"2408","G46",2014,NA,1991,0,23
"2409","G46",2015,NA,1991,0,24
"2412","G46",2013,NA,1991,0,22
"2415","G46",2001,NA,1991,0,10
"2417","G46",2017,NA,1991,0,26
"2418","G46",2012,NA,1991,0,21
"2420","G46",2000,NA,1991,0,9
"2421","G46",2008,NA,1991,0,17
"2422","G46",2011,NA,1991,0,20
"2423","G46",2002,NA,1991,0,11
"2428","G46",2009,NA,1991,0,18
"2432","G46",2006,NA,1991,0,15
"2434","G46",2010,NA,1991,0,19
"2439","G46",2007,NA,1991,0,16
"2441","G46",2016,NA,1991,0,25
"2442","G48",2016,NA,1990,0,26
"2445","G48",1998,NA,1990,0,8
"2447","G48",2004,NA,1990,0,14
"2453","G48",2013,NA,1990,1,23
"2454","G48",2000,NA,1990,0,10
"2456","G48",2001,NA,1990,0,11
"2457","G48",2017,NA,1990,0,27
"2458","G48",2015,NA,1990,0,25
"2460","G48",1999,NA,1990,0,9
"2463","G48",2011,NA,1990,0,21
"2464","G48",2003,NA,1990,0,13
"2466","G48",2002,NA,1990,0,12
"2473","G48",2009,NA,1990,0,19
"2474","G48",2005,NA,1990,0,15
"2477","G48",2010,NA,1990,0,20
"2479","G48",2007,NA,1990,1,17
"2482","G49",2016,2017,1990,0,26
"2485","G49",2013,2017,1990,0,23
"2488","G49",2001,2017,1990,0,11
"2494","G49",2003,2017,1990,0,13
"2499","G49",1999,2017,1990,0,9
"2500","G49",2015,2017,1990,0,25
"2501","G49",2007,2017,1990,0,17
"2502","G49",2008,2017,1990,0,18
"2503","G49",2000,2017,1990,0,10
"2506","G49",2011,2017,1990,1,21
"2507","G49",2005,2017,1990,1,15
"2510","G49",2014,2017,1990,0,24
"2511","G49",2002,2017,1990,0,12
"2512","G49",2009,2017,1990,0,19
"2515","G49",1998,2017,1990,0,8
"2521","G50",2015,NA,1991,1,24
"2523","G50",2011,NA,1991,1,20
"2524","G50",2003,NA,1991,0,12
"2525","G50",2004,NA,1991,0,13
"2528","G50",1999,NA,1991,0,8
"2529","G50",2009,NA,1991,0,18
"2531","G50",2000,NA,1991,0,9
"2533","G50",2001,NA,1991,0,10
"2537","G50",2017,NA,1991,0,26
"2538","G50",2013,NA,1991,1,22
"2543","G50",2007,NA,1991,0,16
"2546","G50",2008,NA,1991,0,17
"2547","G50",2006,NA,1991,0,15
"2552","G50",2002,NA,1991,0,11
"2554","G50",2005,NA,1991,0,14
"2555","G51",2017,NA,1992,0,25
"2557","G51",2010,NA,1992,0,18
"2558","G51",2009,NA,1992,0,17
"2560","G51",2011,NA,1992,0,19
"2565","G51",2004,NA,1992,0,12
"2567","G51",2012,NA,1992,0,20
"2568","G51",2006,NA,1992,1,14
"2569","G51",2008,NA,1992,0,16
"2571","G51",2003,NA,1992,0,11
"2573","G51",2014,NA,1992,1,22
"2581","G51",2002,NA,1992,0,10
"2583","G51",2001,NA,1992,0,9
"2585","G51",2016,NA,1992,0,24
"2590","G51",2000,NA,1992,0,8
"2593","G52",2017,NA,1992.5,0,24.5
"2594","G52",2006,NA,1992.5,0,13.5
"2600","G52",2012,NA,1992.5,0,19.5
"2604","G52",2014,NA,1992.5,0,21.5
"2605","G52",2008,NA,1992.5,1,15.5
"2607","G52",2010,NA,1992.5,1,17.5
"2609","G52",2003,NA,1992.5,0,10.5
"2610","G52",2016,NA,1992.5,0,23.5
"2613","G52",2004,NA,1992.5,0,11.5
"2616","G52",2013,NA,1992.5,0,20.5
"2617","G52",2015,NA,1992.5,0,22.5
"2620","G52",2001,NA,1992.5,0,8.5
"2624","G52",2005,NA,1992.5,0,12.5
"2627","G52",2002,NA,1992.5,0,9.5
"2635","G53",2014,NA,1994,0,20
"2637","G53",2017,NA,1994,0,23
"2638","G53",2005,NA,1994,0,11
"2640","G53",2010,NA,1994,0,16
"2642","G53",2015,NA,1994,0,21
"2643","G53",2007,NA,1994,1,13
"2644","G53",2003,NA,1994,0,9
"2646","G53",2012,NA,1994,1,18
"2651","G53",2004,NA,1994,0,10
"2653","G53",2009,NA,1994,0,15
"2664","G53",2016,NA,1994,0,22
"2668","G53",2002,NA,1994,0,8
"2670","G54",2017,NA,1994,0,23
"2674","G54",2005,NA,1994,0,11
"2678","G54",2012,NA,1994,1,18
"2686","G54",2006,NA,1994,0,12
"2688","G54",2004,NA,1994,0,10
"2689","G54",2003,NA,1994,0,9
"2692","G54",2015,NA,1994,0,21
"2695","G54",2010,NA,1994,0,16
"2697","G54",2002,NA,1994,0,8
"2698","G54",2016,NA,1994,0,22
"2703","G54",2008,NA,1994,1,14
"2705","G54",2014,NA,1994,0,20
"2707","G58",2014,NA,1996,0,18
"2712","G58",2005,NA,1996,0,9
"2721","G58",2009,NA,1996,0,13
"2722","G58",2011,NA,1996,1,15
"2726","G58",2007,NA,1996,0,11
"2728","G58",2004,NA,1996,0,8
"2732","G58",2006,NA,1996,0,10
"2733","G58",2016,NA,1996,0,20
