"","year","stock","stock_name","smolt","run","region","lat","long","agg_reg","group","survival","M"
"18","1988","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.02354355,3.74890338138347
"19","1989","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.01916665,3.95458348941254
"20","1990","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.01169506,4.44858874856155
"21","1991","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.02143664,3.84265367147875
"22","1992","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.01827915,4.00199421294315
"23","1993","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.0237264,3.74116692674347
"24","1994","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.02027093,3.89856743895897
"25","1995","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.05415201,2.91596018711046
"26","1996","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.106118,2.24320359647896
"27","1997","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.05807125,2.84608457408506
"28","1998","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.07967941,2.52974407035168
"29","1999","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.06444941,2.74187470402209
"30","2000","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.1181921,2.13544401211516
"31","2001","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.05784899,2.84991928444041
"32","2002","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.06902336,2.67331028095561
"33","2003","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.08327211,2.48564159979761
"34","2004","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.09654584,2.33773735751955
"35","2005","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.104515,2.25842467720839
"36","2006","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.08760381,2.43493078883491
"37","2007","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.06030226,2.80838569668101
"38","2008","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.0459471,3.08026454425044
"39","2009","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.05144046,2.96733025663552
"40","2010","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.08805041,2.42984578760556
"41","2011","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.06009781,2.81178187737279
"42","2012","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.01856048,3.98672068988953
"43","2013","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.05369323,2.92446835617841
"44","2014","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.03401945,3.38082285910572
"45","2015","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.02082945,3.87138742828253
"46","2016","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",0.000146877,8.82591505613729
"47","2017","AKB","Alaska Hatchery Springs - Behm Canal","streamtype","spring","SEAK",55.962925,-131.219612,"north","north_streamtype",NA,NA
"48","1971","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"49","1972","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"50","1973","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"51","1974","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"52","1975","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"53","1976","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.2532562,1.3733536544156
"54","1977","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.02371078,3.74182548193434
"55","1978","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06847728,2.68125326756366
"56","1979","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1846382,1.68935704441009
"57","1980","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1466327,1.91982445846835
"58","1981","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1729214,1.75491812298601
"59","1982","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.2304078,1.46790449656677
"60","1983","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1524341,1.88102290747778
"61","1984","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1039987,2.26337687991889
"62","1985","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.05736369,2.85834375421596
"63","1986","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1229946,2.09561482701248
"64","1987","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06167221,2.78592185472006
"65","1988","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.0438837,3.1262123262548
"66","1989","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03204786,3.44052486851555
"67","1990","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04000111,3.21884807525322
"68","1991","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04971119,3.00152522031678
"69","1992","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04479036,3.10576234128686
"70","1993","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.02863912,3.55298166361874
"71","1994","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04804265,3.03566612092705
"72","1995","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04391842,3.12542145692705
"73","1996","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1034753,2.26842234210052
"74","1997","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03879246,3.24952938113432
"75","1998","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06654757,2.70983824870699
"76","1999","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.07615076,2.57504021938873
"77","2000","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.09174093,2.38878665251982
"78","2001","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.09635742,2.33969087618918
"79","2002","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.08484147,2.46697082270309
"80","2003","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1051811,2.2520716526136
"81","2004","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06858213,2.679723273812
"82","2005","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06023446,2.80951066519103
"83","2006","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04518467,3.09699740896351
"84","2007","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.02998676,3.50699932806953
"85","2008","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04548427,3.09038872708391
"86","2009","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03284445,3.41597249809683
"87","2010","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06062412,2.80306244529376
"88","2011","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03764956,3.27943401139151
"89","2012","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03194301,3.44380190143701
"90","2013","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.0351779,3.34733723446181
"91","2014","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03115051,3.46892466149105
"92","2015","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.0204845,3.88808677638468
"93","2016","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.001660389,6.400703366717
"94","2017","AKS","Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"95","1971","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"96","1972","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"97","1973","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"98","1974","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"99","1975","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"100","1976","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"101","1977","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"102","1978","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"103","1979","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"104","1980","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"105","1981","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"106","1982","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"107","1983","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"108","1984","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"109","1985","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"110","1986","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.009471605,4.65945690356814
"111","1987","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01452979,4.23155425436055
"112","1988","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.02433405,3.71587867488076
"113","1989","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.02741225,3.59676528520676
"114","1990","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.03876349,3.25027645473337
"115","1991","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.04883919,3.01922221464375
"116","1992","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.02258152,3.79062340631722
"117","1993","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.0217003,3.83042919364649
"118","1994","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.03378563,3.38771971482316
"119","1995","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.02912802,3.53605468148469
"120","1996","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01716793,4.06471217045532
"121","1997","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.00501482,5.29535775053541
"122","1998","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.02128065,3.8499570698624
"123","1999","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01320057,4.32749526850394
"124","2000","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01356266,4.30043485051602
"125","2001","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.03348098,3.39677776258257
"126","2002","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01815609,4.00874923736121
"127","2003","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"128","2004","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"129","2005","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.02236388,3.80030812159854
"130","2006","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01097301,4.51231665764609
"131","2007","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01599604,4.13541408737554
"132","2008","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.008011863,4.82683196067573
"133","2009","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.02167786,3.83146381576978
"134","2010","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.03509884,3.34958719748948
"135","2011","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.06110099,2.79522720998986
"136","2012","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.03380836,3.38704716979788
"137","2013","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.009460457,4.6606345884171
"138","2014","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01561414,4.15957836501195
"139","2015","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.02232284,3.80214490942
"140","2016","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",0.01678764,4.08711237762921
"141","2017","ATN","Atnarko River","oceantype","summer","CBC",52.376631,-126.093529,"north","north_oceantype",NA,NA
"142","1971","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"143","1972","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"144","1973","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"145","1974","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"146","1975","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"147","1976","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"148","1977","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"149","1978","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"150","1979","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"151","1980","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"152","1981","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"153","1982","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"154","1983","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"155","1984","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"156","1985","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"157","1986","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"158","1987","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"159","1988","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"160","1989","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"161","1990","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.02357788,3.74744629461536
"162","1991","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.04314958,3.1430825949879
"163","1992","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.03168011,3.45206623981972
"164","1993","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.0579273,2.84856650293493
"165","1994","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"166","1995","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"167","1996","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"168","1997","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"169","1998","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"170","1999","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"171","2000","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"172","2001","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"173","2002","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"174","2003","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"175","2004","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"176","2005","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"177","2006","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"178","2007","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.007678406,4.8693433054478
"179","2008","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.08792903,2.43122526715441
"180","2009","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.04490658,3.10317094708683
"181","2010","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.0691922,2.67086713947453
"182","2011","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",0.06570591,2.72256640319932
"183","2012","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"184","2013","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"185","2014","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"186","2015","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"187","2016","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"188","2017","ATS","Atnarko Yearling","streamtype","spring","CBC",52.376631,-126.093529,"north","north_streamtype",NA,NA
"189","1971","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",NA,NA
"190","1972","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",NA,NA
"191","1973","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.09381175,2.36646516429063
"192","1974","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.2544448,1.36867136239113
"193","1975","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.09349959,2.36979822772385
"194","1976","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.2062038,1.57889027885909
"195","1977","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.03817479,3.26557992887489
"196","1978","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.02054552,3.88511236667259
"197","1979","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.008875062,4.72450995772957
"198","1980","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.008258323,4.79653373869633
"199","1981","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.01861436,3.98382195312413
"200","1982","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.02986019,3.51122912386388
"201","1983","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.0263241,3.63727040958071
"202","1984","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.004213205,5.46953163825617
"203","1985","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.004419904,5.42163730258541
"204","1986","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.01308627,4.33619169001017
"205","1987","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.005236933,5.25201925735074
"206","1988","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.01128464,4.48431276997469
"207","1989","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.006867232,4.98099416514656
"208","1990","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.007739825,4.86137620145523
"209","1991","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.00409605,5.49773218428819
"210","1992","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.001167854,6.75258740238925
"211","1993","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.005762632,5.15636096419721
"212","1994","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.004021479,5.5161055335659
"213","1995","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.002297795,6.07580531154181
"214","1996","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.003843856,5.56127924955392
"215","1997","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.005616255,5.18209020730654
"216","1998","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.00529238,5.24148722880701
"217","1999","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.004809954,5.33706775831976
"218","2000","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.002697908,5.91527862111081
"219","2001","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.006746635,4.99871141691789
"220","2002","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.005413117,5.21893019676945
"221","2003","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.01302255,4.34107280884376
"222","2004","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.001582179,6.44895226812338
"223","2005","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.007436627,4.901337893151
"224","2006","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.00742847,4.90243536339539
"225","2007","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.005321075,5.23607992837233
"226","2008","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.005571424,5.19010460242096
"227","2009","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.004233459,5.46473588958692
"228","2010","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.003958723,5.53183378046938
"229","2011","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.01574807,4.15103746090163
"230","2012","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.01002031,4.60314124568024
"231","2013","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"SS","SS_oceantype",0.006594714,5.0214868599397
